Audio1,Audio2,Distancia
XC11503-recortado.mp3,XC31676-recortado.mp3,150.88338722570546
XC11503-recortado.mp3,XC54005-recortado.mp3,79.36411447750132
XC31676-recortado.mp3,XC54005-recortado.mp3,124.82413936779102
